timestamp,user,event,ip_address,is_privileged_user,keyword_match_count,has_ip,is_external_ip,indicator_count,risk_score,label
2025-11-12 21:44:25,isabel,Meeting calendar invite accepted,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-02-25 18:36:34,james,Failed login from internal workstation,192.168.1.25,False,1,True,False,2,0.5,MEDIUM
2025-12-15 10:25:56,james,File transfer initiated from internal machine,10.0.0.12,False,0,True,False,1,0.25,MEDIUM
2025-09-10 12:12:52,root,Escalation to root attempted from external host,104.21.14.101,True,1,True,True,4,1.0,HIGH
2025-09-02 15:53:23,henry,Remote desktop session from internal host,192.168.1.25,False,0,True,False,1,0.25,MEDIUM
2025-09-12 04:02:47,alice,HR portal accessed: payslip viewed,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-07-21 21:07:06,james,Report exported: sales_data_7.csv,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-12-03 23:54:43,isabel,File downloaded: /reports/q3_summary.pdf,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-01-31 08:18:45,grace,SSH key added to authorised hosts,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-08-16 17:00:57,admin,Admin session attempted from external address: denied,185.220.101.45,True,1,True,True,3,0.75,HIGH
2025-02-19 16:25:30,isabel,Unauthorized access attempt from external host,66.249.64.20,False,1,True,True,3,0.75,HIGH
2025-12-19 23:03:41,james,Two-factor authentication setup completed,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-12-10 01:33:35,karen,User logged in successfully,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-06-25 18:12:18,james,Breach detected: malicious payload in sudo execution,0.0.0.0,False,3,False,False,3,0.75,HIGH
2025-03-17 01:40:42,james,Session started on workstation WS-40,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-06-03 11:00:01,carol,Document created: project_plan_3.docx,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-07-23 17:54:33,root,Root session failed from external IP: flagged by IDS,203.0.113.99,True,0,True,True,3,0.75,HIGH
2025-07-16 21:50:28,emma,User executed sudo command: apt-get update,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-07-09 09:59:05,svc_api,Connection refused from internal node,192.168.0.55,False,1,True,False,2,0.5,MEDIUM
2025-03-23 22:17:09,james,Denied request from internal host,192.168.0.55,False,1,True,False,2,0.5,MEDIUM
2025-05-18 11:58:35,frank,"Attack detected: multiple failed logins, connection refused",0.0.0.0,False,4,False,False,4,1.0,HIGH
2025-08-20 21:20:10,david,Failed login attempt on web portal,0.0.0.0,False,2,False,False,2,0.5,MEDIUM
2025-08-25 18:39:40,isabel,Malicious breach attempt: unauthorized sudo usage flagged,0.0.0.0,False,4,False,False,4,1.0,HIGH
2025-01-17 02:37:33,alice,Attempt to read root access logs by standard user,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-10-13 14:25:44,karen,Password changed successfully,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-10-08 01:05:33,alice,Accessed shared folder: /finance/reports/,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-08-02 14:16:21,henry,Denied request from internal host,192.168.1.25,False,1,True,False,2,0.5,MEDIUM
2025-10-05 01:59:41,james,Access denied to folder /admin/config/,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-12-17 21:54:05,carol,File transfer initiated from internal machine,192.168.1.10,False,0,True,False,1,0.25,MEDIUM
2025-01-17 11:54:08,svc_backup,Monitoring agent heartbeat received,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-06-27 22:24:50,admin,Admin escalation attempt: failed and logged as suspicious,0.0.0.0,True,2,False,False,3,0.75,HIGH
2025-09-08 22:37:52,james,Privilege escalation attempt blocked by policy,0.0.0.0,False,2,False,False,2,0.5,MEDIUM
2025-05-12 08:10:18,svc_db,Monitoring agent heartbeat received,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-06-04 16:51:10,liam,Unauthorized breach attempt from external address,172.99.10.44,False,2,True,True,4,1.0,HIGH
2025-07-29 20:16:36,henry,User profile updated: display name changed,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-12-04 09:02:39,frank,Two-factor authentication setup completed,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-03-18 08:28:36,root,Admin escalation attempt: failed and logged as suspicious,0.0.0.0,True,2,False,False,3,0.75,HIGH
2025-08-22 20:24:23,svc_db,Service ping received from internal node,192.168.0.55,False,0,True,False,1,0.25,MEDIUM
2025-12-25 11:42:47,emma,Password changed successfully,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-07-08 22:55:11,alice,Access granted to project folder: /dev/sprint-5/,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-07-13 16:43:54,alice,Suspicious file type detected in upload folder,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-07-22 23:01:30,root,Root access denied: unauthorized action flagged,0.0.0.0,True,3,False,False,4,1.0,HIGH
2025-03-03 02:10:39,karen,Unauthorized breach attempt from external address,172.99.10.44,False,2,True,True,4,1.0,HIGH
2025-01-28 11:05:49,james,Meeting calendar invite accepted,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-03-28 03:43:25,alice,User executed sudo command: apt-get update,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-04-13 16:41:23,carol,Suspicious login attempt detected from shared terminal,0.0.0.0,False,2,False,False,2,0.5,MEDIUM
2025-12-29 19:08:54,liam,Failed login from internal workstation,192.168.0.55,False,1,True,False,2,0.5,MEDIUM
2025-09-15 05:06:45,isabel,VPN session established successfully,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-04-04 06:13:44,mary,Malicious breach attempt: unauthorized sudo usage flagged,0.0.0.0,False,4,False,False,4,1.0,HIGH
2025-10-18 13:25:35,carol,Multiple failed password attempts on user portal,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-01-04 14:17:44,emma,Suspicious sudo usage recorded by monitoring agent,0.0.0.0,False,2,False,False,2,0.5,MEDIUM
2025-09-03 04:38:11,mary,"Attack detected: multiple failed logins, connection refused",0.0.0.0,False,4,False,False,4,1.0,HIGH
2025-11-21 14:15:51,root,Unauthorized failed login attempt on privileged session,0.0.0.0,True,3,False,False,4,1.0,HIGH
2025-12-29 15:57:58,frank,Request denied: user not in authorised group,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-11-21 13:39:30,root,Admin session attempted from external address: denied,52.86.16.25,True,1,True,True,3,0.75,HIGH
2025-05-02 20:47:42,mary,Software update installed: patch KB75974,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-05-03 02:15:19,svc_api,Scheduled backup completed successfully at 02:00,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-05-07 13:17:39,carol,Suspicious sudo usage recorded by monitoring agent,0.0.0.0,False,2,False,False,2,0.5,MEDIUM
2025-11-16 06:24:29,nathan,Connection refused to service on port 8080,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-02-22 23:39:26,nathan,User logged in successfully,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-01-09 21:54:29,nathan,SSH key added to authorised hosts,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-05-30 17:31:15,isabel,Software update installed: patch KB68583,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-08-13 08:33:43,admin,Root session failed from external IP: flagged by IDS,91.108.4.200,True,0,True,True,3,0.75,HIGH
2025-09-12 13:25:30,james,File uploaded to shared drive: presentation_19.pptx,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-08-05 06:05:55,emma,Privilege escalation attempt blocked by policy,0.0.0.0,False,2,False,False,2,0.5,MEDIUM
2025-01-23 04:07:52,bob,User executed sudo command: apt-get update,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-02-23 16:22:00,carol,Breach detected: malicious payload in sudo execution,0.0.0.0,False,3,False,False,3,0.75,HIGH
2025-09-27 01:06:22,root,Unauthorized failed login attempt on privileged session,0.0.0.0,True,3,False,False,4,1.0,HIGH
2025-12-12 20:14:23,carol,Suspicious sudo usage recorded by monitoring agent,0.0.0.0,False,2,False,False,2,0.5,MEDIUM
2025-11-19 18:07:59,bob,"Attack detected: multiple failed logins, connection refused",0.0.0.0,False,4,False,False,4,1.0,HIGH
2025-02-06 16:56:26,karen,Access granted to project folder: /dev/sprint-16/,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-07-21 02:16:02,james,New device registered: laptop-103,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-06-26 18:48:26,isabel,Suspicious login attempt detected from shared terminal,0.0.0.0,False,2,False,False,2,0.5,MEDIUM
2025-04-26 17:09:18,mary,Email sent via internal mail server,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-03-12 06:13:37,grace,User read notification: system maintenance scheduled,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-05-23 22:23:11,james,Login attempt from internal machine,192.168.1.10,False,1,True,False,2,0.5,MEDIUM
2025-10-31 22:57:15,david,Document created: project_plan_41.docx,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-09-05 14:07:48,carol,Suspicious attack detected from external host,203.0.113.99,False,2,True,True,4,1.0,HIGH
2025-07-28 01:54:52,henry,Zoom meeting joined from desktop client,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-11-29 02:35:12,svc_db,Connection refused from internal node,192.168.0.55,False,1,True,False,2,0.5,MEDIUM
2025-02-23 11:08:10,isabel,Suspicious breach: escalation attempt logged and blocked,0.0.0.0,False,3,False,False,3,0.75,HIGH
2025-03-03 01:32:31,alice,Privilege escalation attempt blocked by policy,0.0.0.0,False,2,False,False,2,0.5,MEDIUM
2025-08-08 09:57:15,isabel,Two-factor authentication setup completed,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-09-08 13:22:19,karen,IDS note: possible attack pattern on SSH port,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-06-28 07:32:51,root,Root failed to authenticate from external host,52.86.16.25,True,0,True,True,3,0.75,HIGH
2025-02-20 03:57:29,isabel,Zoom meeting joined from desktop client,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-11-06 13:15:08,svc_monitor,Log rotation completed: archived 14 files,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-06-16 22:53:02,mary,Suspicious unauthorized attack: escalation denied by firewall,0.0.0.0,False,5,False,False,5,1.0,HIGH
2025-09-11 12:30:27,grace,File transfer initiated from internal machine,10.20.30.40,False,0,True,False,1,0.25,MEDIUM
2025-05-21 00:06:34,liam,Attack pattern: multiple failed attempts from external host,172.99.10.44,False,2,True,True,4,1.0,HIGH
2025-01-13 21:55:05,david,Report exported: sales_data_20.csv,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-08-31 03:53:48,bob,Suspicious attack detected from external host,185.220.101.45,False,2,True,True,4,1.0,HIGH
2025-09-25 17:30:10,nathan,Malicious breach attempt: unauthorized sudo usage flagged,0.0.0.0,False,4,False,False,4,1.0,HIGH
2025-10-28 06:02:42,david,Password changed successfully,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-01-11 02:31:04,nathan,Session started on workstation WS-34,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-01-02 16:01:53,isabel,Email sent via internal mail server,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-03-16 08:23:35,karen,"Attack detected: multiple failed logins, connection refused",0.0.0.0,False,4,False,False,4,1.0,HIGH
2025-03-29 17:19:12,frank,Suspicious traffic from external source,91.108.4.200,False,1,True,True,3,0.75,HIGH
2025-01-02 07:02:44,admin,Root session failed from external IP: flagged by IDS,194.165.16.11,True,0,True,True,3,0.75,HIGH
2025-01-29 16:10:42,isabel,Two-factor authentication setup completed,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-11-19 15:12:22,james,Privilege escalation attempt blocked by policy,0.0.0.0,False,2,False,False,2,0.5,MEDIUM
2025-03-05 08:48:09,karen,Login attempt recorded from workstation WS-71,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-05-04 17:17:29,svc_db,Service ping received from internal node,10.20.30.40,False,0,True,False,1,0.25,MEDIUM
2025-12-23 06:46:47,carol,Denied connection from external node,203.0.113.99,False,1,True,True,3,0.75,HIGH
2025-09-14 13:59:24,liam,Remote desktop session from internal host,192.168.1.10,False,0,True,False,1,0.25,MEDIUM
2025-12-17 12:45:20,nathan,Attack pattern: multiple failed attempts from external host,198.51.100.22,False,2,True,True,4,1.0,HIGH
2025-01-24 10:05:16,svc_db,Service ping received from internal node,192.168.1.10,False,0,True,False,1,0.25,MEDIUM
2025-01-21 10:08:04,svc_db,API health check passed: response time 44ms,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-07-20 19:29:43,alice,Software update installed: patch KB42693,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-09-17 08:44:22,svc_monitor,SSL certificate auto-renewed for internal domain,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-04-11 07:14:31,liam,Denied request from internal host,192.168.1.25,False,1,True,False,2,0.5,MEDIUM
2025-09-23 02:01:26,nathan,User profile updated: display name changed,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-08-27 19:53:36,root,Unauthorized admin access from external node,45.33.32.156,True,1,True,True,4,1.0,HIGH
2025-10-30 03:35:38,nathan,HR portal accessed: payslip viewed,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-09-22 07:42:06,henry,Access granted to project folder: /dev/sprint-13/,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-09-18 19:15:31,emma,Report exported: sales_data_9.csv,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-06-14 15:22:03,james,Login attempt from internal machine,10.10.1.100,False,1,True,False,2,0.5,MEDIUM
2025-11-02 20:26:36,david,Connection from workstation to internal service,192.168.1.10,False,0,True,False,1,0.25,MEDIUM
2025-04-09 10:05:54,david,Accessed shared folder: /finance/reports/,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-01-16 01:52:47,mary,Connection from workstation to internal service,10.20.30.40,False,0,True,False,1,0.25,MEDIUM
2025-04-17 03:31:44,alice,Unauthorized breach attempt from external address,203.0.113.99,False,2,True,True,4,1.0,HIGH
2025-01-07 22:38:40,mary,Multiple failed password attempts on user portal,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-10-06 17:40:58,alice,Suspicious traffic noted from internal device,192.168.1.25,False,1,True,False,2,0.5,MEDIUM
2025-10-10 19:22:38,svc_deploy,Log rotation completed: archived 43 files,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-05-24 21:57:55,svc_backup,SSL certificate auto-renewed for internal domain,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-01-18 00:45:40,bob,Login attempt from internal machine,10.10.1.100,False,1,True,False,2,0.5,MEDIUM
2025-01-24 04:59:24,nathan,File transfer initiated from internal machine,192.168.1.10,False,0,True,False,1,0.25,MEDIUM
2025-04-08 09:22:14,henry,Connection from workstation to internal service,192.168.1.10,False,0,True,False,1,0.25,MEDIUM
2025-12-30 07:45:01,frank,Suspicious unauthorized attack: escalation denied by firewall,0.0.0.0,False,5,False,False,5,1.0,HIGH
2025-12-31 18:32:43,liam,Suspicious sudo usage recorded by monitoring agent,0.0.0.0,False,2,False,False,2,0.5,MEDIUM
2025-08-25 17:24:53,carol,Suspicious traffic noted from internal device,10.0.0.12,False,1,True,False,2,0.5,MEDIUM
2025-09-21 23:10:00,emma,Failed login from internal workstation,10.10.1.100,False,1,True,False,2,0.5,MEDIUM
2025-11-28 22:49:01,nathan,Malicious packet received from external address,104.21.14.101,False,1,True,True,3,0.75,HIGH
2025-11-05 00:25:45,isabel,Malicious breach attempt: unauthorized sudo usage flagged,0.0.0.0,False,4,False,False,4,1.0,HIGH
2025-05-16 19:53:10,bob,Malicious breach attempt: unauthorized sudo usage flagged,0.0.0.0,False,4,False,False,4,1.0,HIGH
2025-09-11 20:14:59,mary,Denied connection from external node,52.86.16.25,False,1,True,True,3,0.75,HIGH
2025-03-11 06:43:40,isabel,Suspicious breach: escalation attempt logged and blocked,0.0.0.0,False,3,False,False,3,0.75,HIGH
2025-10-26 21:27:33,svc_deploy,Database replication completed successfully,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-11-06 11:57:38,isabel,Denied connection from external node,46.101.60.130,False,1,True,True,3,0.75,HIGH
2025-05-11 07:14:34,alice,Malicious login attempt from external source,194.165.16.11,False,2,True,True,4,1.0,HIGH
2025-10-29 08:38:02,grace,Suspicious login attempt detected from shared terminal,0.0.0.0,False,2,False,False,2,0.5,MEDIUM
2025-03-30 10:36:24,henry,User executed sudo command: apt-get update,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-11-13 20:16:34,alice,Suspicious traffic noted from internal device,192.168.2.200,False,1,True,False,2,0.5,MEDIUM
2025-07-31 02:29:06,liam,Software update installed: patch KB60279,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-09-06 13:58:27,nathan,Malicious packet received from external address,45.33.32.156,False,1,True,True,3,0.75,HIGH
2025-01-05 06:23:01,alice,Failed login from internal workstation,127.0.0.1,False,1,True,False,2,0.5,MEDIUM
2025-09-29 02:56:53,liam,Suspicious breach: escalation attempt logged and blocked,0.0.0.0,False,3,False,False,3,0.75,HIGH
2025-07-15 03:47:17,emma,Malicious attack flagged: unauthorized system access attempt,0.0.0.0,False,3,False,False,3,0.75,HIGH
2025-11-12 20:13:43,henry,Login attempt from internal machine,192.168.1.25,False,1,True,False,2,0.5,MEDIUM
2025-09-18 03:08:38,bob,User logged out after 118 minutes,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-06-10 10:39:21,svc_db,Scheduled backup completed successfully at 02:00,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-12-01 18:56:31,bob,"Attack detected: multiple failed logins, connection refused",0.0.0.0,False,4,False,False,4,1.0,HIGH
2025-02-23 16:46:31,carol,SSH key added to authorised hosts,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-12-29 05:19:59,svc_db,Database replication completed successfully,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-12-16 07:33:23,isabel,Connection refused to service on port 8080,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-01-03 11:02:24,bob,Access granted to project folder: /dev/sprint-14/,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-03-28 03:25:55,admin,Root session failed from external IP: flagged by IDS,172.99.10.44,True,0,True,True,3,0.75,HIGH
2025-09-02 16:01:03,svc_monitor,Monitoring agent heartbeat received,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-09-02 19:47:20,svc_deploy,Database replication completed successfully,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-10-03 14:45:14,karen,Attempt to read root access logs by standard user,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-03-06 05:41:57,frank,Unauthorized access attempt from external host,52.86.16.25,False,1,True,True,3,0.75,HIGH
2025-08-01 02:29:19,admin,Admin escalation attempt: failed and logged as suspicious,0.0.0.0,True,2,False,False,3,0.75,HIGH
2025-06-14 18:48:23,isabel,Failed login: account temporarily locked out,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-11-17 02:24:05,karen,New device registered: laptop-628,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-10-01 08:32:19,admin,Unauthorized admin access from external node,172.99.10.44,True,1,True,True,4,1.0,HIGH
2025-03-30 23:59:21,henry,VPN session established successfully,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-01-22 22:39:57,frank,Malicious breach attempt: unauthorized sudo usage flagged,0.0.0.0,False,4,False,False,4,1.0,HIGH
2025-11-07 12:00:59,admin,Privilege escalation via sudo from external node,66.249.64.20,True,3,True,True,6,1.0,HIGH
2025-10-18 05:30:54,grace,Suspicious attack detected from external host,203.0.113.99,False,2,True,True,4,1.0,HIGH
2025-08-15 17:27:31,frank,Denied request from internal host,192.168.0.55,False,1,True,False,2,0.5,MEDIUM
2025-06-09 17:16:15,mary,Multiple failed password attempts on user portal,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-03-16 18:55:07,root,Escalation to root attempted from external host,185.220.101.45,True,1,True,True,4,1.0,HIGH
2025-11-20 20:37:52,root,Root session failed from external IP: flagged by IDS,91.108.4.200,True,0,True,True,3,0.75,HIGH
2025-09-03 07:49:49,frank,Software update installed: patch KB99279,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-01-11 05:43:03,nathan,Suspicious attack detected from external host,31.13.64.35,False,2,True,True,4,1.0,HIGH
2025-06-19 18:47:16,mary,Request denied: user not in authorised group,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-01-23 19:37:52,bob,Malicious breach attempt: unauthorized sudo usage flagged,0.0.0.0,False,4,False,False,4,1.0,HIGH
2025-01-03 13:44:24,admin,Root session failed from external IP: flagged by IDS,198.51.100.22,True,0,True,True,3,0.75,HIGH
2025-05-18 02:09:31,mary,Denied connection from external node,203.0.113.99,False,1,True,True,3,0.75,HIGH
2025-02-06 11:18:28,james,SSH key added to authorised hosts,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-09-21 01:41:05,nathan,Attack signature matched on traffic from external host,52.86.16.25,False,1,True,True,3,0.75,HIGH
2025-11-10 16:01:38,grace,Two-factor authentication setup completed,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-01-07 20:56:31,james,Document created: project_plan_15.docx,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-05-14 14:52:23,svc_backup,SSL certificate auto-renewed for internal domain,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-03-25 08:11:45,svc_api,Scheduled backup completed successfully at 02:00,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-12-11 13:37:35,mary,Malicious breach attempt: unauthorized sudo usage flagged,0.0.0.0,False,4,False,False,4,1.0,HIGH
2025-06-03 13:03:13,alice,"Multiple failed login attempts: suspicious attack pattern, connection denied",0.0.0.0,False,6,False,False,6,1.0,HIGH
2025-01-13 00:45:50,isabel,Login attempt from internal machine,192.168.1.25,False,1,True,False,2,0.5,MEDIUM
2025-11-13 02:05:23,emma,Report exported: sales_data_12.csv,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-11-16 22:08:52,james,Suspicious breach: escalation attempt logged and blocked,0.0.0.0,False,3,False,False,3,0.75,HIGH
2025-02-19 14:54:12,bob,Failed login: account temporarily locked out,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-11-15 12:15:43,henry,Software update installed: patch KB46053,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-09-03 15:55:03,carol,Login attempt denied due to expired credentials,0.0.0.0,False,2,False,False,2,0.5,MEDIUM
2025-09-26 00:46:48,david,Remote desktop session from internal host,10.0.0.12,False,0,True,False,1,0.25,MEDIUM
2025-08-12 20:39:19,carol,File downloaded: /reports/q3_summary.pdf,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-09-13 17:22:00,admin,Root failed to authenticate from external host,66.249.64.20,True,0,True,True,3,0.75,HIGH
2025-07-01 07:42:33,admin,Root access denied: unauthorized action flagged,0.0.0.0,True,3,False,False,4,1.0,HIGH
2025-11-22 03:43:08,nathan,Denied request from internal host,192.168.0.55,False,1,True,False,2,0.5,MEDIUM
2025-10-24 06:46:38,svc_api,Monitoring agent heartbeat received,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-06-09 09:04:11,grace,Suspicious traffic from external source,31.13.64.35,False,1,True,True,3,0.75,HIGH
2025-08-06 13:06:42,karen,User logged out after 15 minutes,0.0.0.0,False,0,False,False,0,0.0,LOW
2025-02-24 06:05:08,nathan,Suspicious file type detected in upload folder,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-07-24 18:25:26,alice,Attack signature matched on traffic from external host,66.249.64.20,False,1,True,True,3,0.75,HIGH
2025-09-14 10:54:55,grace,Denied connection from external node,52.86.16.25,False,1,True,True,3,0.75,HIGH
2025-01-03 16:30:55,mary,Access denied to folder /admin/config/,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-12-26 00:16:51,nathan,Remote desktop session from internal host,10.0.0.12,False,0,True,False,1,0.25,MEDIUM
2025-07-06 15:00:24,nathan,Suspicious login attempt detected from shared terminal,0.0.0.0,False,2,False,False,2,0.5,MEDIUM
2025-12-27 23:25:04,grace,Login attempt recorded from workstation WS-44,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-08-12 18:34:49,karen,Attempt to read root access logs by standard user,0.0.0.0,False,1,False,False,1,0.25,MEDIUM
2025-09-26 05:08:37,svc_monitor,Service ping received from internal node,10.10.1.100,False,0,True,False,1,0.25,MEDIUM
2025-01-16 03:33:23,james,Remote desktop session from internal host,127.0.0.1,False,0,True,False,1,0.25,MEDIUM
2025-10-18 02:45:55,david,Unauthorized access attempt from external host,185.220.101.45,False,1,True,True,3,0.75,HIGH
2025-09-16 12:53:40,david,Suspicious sudo usage recorded by monitoring agent,0.0.0.0,False,2,False,False,2,0.5,MEDIUM
2025-03-06 09:58:50,mary,Browser session opened on workstation,0.0.0.0,False,0,False,False,0,0.0,LOW
